Member_number,Date,productId,items,productName,price,Category,TotalPrice,Transactions_id
2730,2014-11-10,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,6450
3805,2014-01-02,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1,10462
4711,2014-06-21,2,3,whole milk,1.8,Dairy,5.4,13913
3344,2014-05-02,1,1,tropical fruit,7.8,Fresh Food,7.8,8720
3583,2014-02-09,22,1,root vegetables,1.8,Fresh Food,1.8,9615
4864,2014-12-27,57,1,meat,8.5,Fresh Food,8.5,14507
4305,2014-11-17,128,2,soft cheese,7.2,Dairy,14.4,12357
4316,2014-10-05,8,1,beef,19.5,Fresh Food,19.5,12400
2222,2014-07-31,35,1,sugar,1.2,Bakery & Sweets,1.2,4551
4257,2014-06-04,4,2,other vegetables,0.8,Fresh Food,1.6,12142
1923,2014-06-02,69,1,domestic eggs,1.25,Fresh Food,1.25,3438
1139,2014-10-20,23,1,pork,7.2,Fresh Food,7.2,509
2862,2014-12-09,17,3,bottled water,0.5,Beverages,1.5,6954
4279,2014-01-27,26,1,berries,10.8,Fresh Food,10.8,12239
1383,2014-08-25,4,1,other vegetables,0.8,Fresh Food,0.8,1396
2331,2014-10-13,96,1,hygiene articles,7.5,Household & Hygiene,7.5,4952
3673,2014-05-09,17,1,bottled water,0.5,Beverages,0.5,9952
4556,2014-10-12,18,1,yogurt,2.2,Dairy,2.2,13298
3219,2014-01-21,71,2,shopping bags,5.12,Household & Hygiene,10.24,8267
1338,2014-04-03,57,1,meat,8.5,Fresh Food,8.5,1227
4261,2014-09-28,4,1,other vegetables,0.8,Fresh Food,0.8,12164
4040,2014-06-27,18,2,yogurt,2.2,Dairy,4.4,11311
3582,2014-05-27,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,9610
1938,2014-08-21,1,1,tropical fruit,7.8,Fresh Food,7.8,3505
2247,2014-11-19,72,1,salt,0.7,Pantry Staples,0.7,4650
4789,2014-02-11,8,1,beef,19.5,Fresh Food,19.5,14212
4804,2014-11-26,16,3,butter milk,6.1,Dairy,18.299999999999997,14267
3781,2014-07-06,1,3,tropical fruit,7.8,Fresh Food,23.4,10371
3902,2014-06-19,22,1,root vegetables,1.8,Fresh Food,1.8,10815
3056,2014-03-31,107,2,liver loaf,8.5,Fresh Food,17.0,7664
2106,2014-09-06,4,1,other vegetables,0.8,Fresh Food,0.8,4131
1839,2014-03-20,44,2,newspapers,3.2,Specialty & Seasonal,6.4,3110
4933,2014-03-03,57,2,meat,8.5,Fresh Food,17.0,14727
3338,2014-11-18,38,2,soda,0.8,Beverages,1.6,8702
3442,2014-11-11,7,1,citrus fruit,1.5,Fresh Food,1.5,9053
2175,2014-03-17,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,4383
3808,2014-02-19,45,2,curd,9.8,Dairy,19.6,10472
1951,2014-06-23,95,3,frozen fish,5.8,Frozen & Processed Food,17.4,3560
3010,2014-01-21,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,7485
1379,2014-06-04,2,3,whole milk,1.8,Dairy,5.4,1372
3246,2014-12-28,114,2,napkins,21.8,Household & Hygiene,43.6,8360
4649,2014-10-05,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,13641
3560,2014-11-25,26,2,berries,10.8,Fresh Food,21.6,9527
4532,2014-11-30,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,13215
1767,2014-11-08,2,1,whole milk,1.8,Dairy,1.8,2813
2942,2014-10-31,11,2,butter,3.2,Dairy,6.4,7235
1473,2014-05-01,21,2,hamburger meat,12.3,Fresh Food,24.6,1718
1831,2014-12-13,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,3076
4137,2014-09-14,4,2,other vegetables,0.8,Fresh Food,1.6,11675
3094,2014-12-15,69,1,domestic eggs,1.25,Fresh Food,1.25,7802
1404,2014-01-26,2,3,whole milk,1.8,Dairy,5.4,1465
2389,2014-01-27,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,5170
2349,2014-06-03,38,1,soda,0.8,Beverages,0.8,5024
4746,2014-02-12,96,3,hygiene articles,7.5,Household & Hygiene,22.5,14050
3009,2014-12-27,20,2,brown bread,0.8,Bakery & Sweets,1.6,7480
4736,2014-02-10,4,2,other vegetables,0.8,Fresh Food,1.6,14005
3133,2014-04-01,74,3,whipped/sour cream,5.5,Dairy,16.5,7951
3150,2014-03-31,20,1,brown bread,0.8,Bakery & Sweets,0.8,8018
3707,2014-12-10,23,2,pork,7.2,Fresh Food,14.4,10082
2442,2014-02-24,4,1,other vegetables,0.8,Fresh Food,0.8,5374
2244,2014-11-09,7,2,citrus fruit,1.5,Fresh Food,3.0,4638
2680,2014-11-23,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,6257
3006,2014-06-20,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,7469
4792,2014-10-16,17,3,bottled water,0.5,Beverages,1.5,14220
3716,2014-07-27,13,1,packaged fruit/vegetables,3.5,Fresh Food,3.5,10112
4847,2014-02-01,38,3,soda,0.8,Beverages,2.4000000000000004,14433
1497,2014-05-26,13,2,packaged fruit/vegetables,3.5,Fresh Food,7.0,1825
4235,2014-05-13,2,2,whole milk,1.8,Dairy,3.6,12067
3686,2014-03-03,2,1,whole milk,1.8,Dairy,1.8,10010
3866,2014-10-19,22,1,root vegetables,1.8,Fresh Food,1.8,10695
1827,2014-11-27,4,2,other vegetables,0.8,Fresh Food,1.6,3064
2133,2014-04-27,1,3,tropical fruit,7.8,Fresh Food,23.4,4227
4039,2014-04-30,2,3,whole milk,1.8,Dairy,5.4,11307
1612,2014-12-25,7,1,citrus fruit,1.5,Fresh Food,1.5,2238
1967,2014-10-07,4,1,other vegetables,0.8,Fresh Food,0.8,3610
4953,2014-10-23,91,2,frozen dessert,2.8,Frozen & Processed Food,5.6,14815
3893,2014-05-16,38,2,soda,0.8,Beverages,1.6,10781
3217,2014-08-12,38,1,soda,0.8,Beverages,0.8,8261
2712,2014-06-09,4,2,other vegetables,0.8,Fresh Food,1.6,6381
4525,2014-06-22,8,1,beef,19.5,Fresh Food,19.5,13182
3665,2014-11-15,38,1,soda,0.8,Beverages,0.8,9921
2708,2014-05-25,27,3,coffee,8.5,Beverages,25.5,6371
3046,2014-02-28,66,1,onions,1.3,Fresh Food,1.3,7625
3437,2014-09-19,16,2,butter milk,6.1,Dairy,12.2,9035
1954,2014-06-13,41,3,processed cheese,6.4,Dairy,19.200000000000003,3566
2781,2014-10-08,10,3,chicken,7.2,Fresh Food,21.6,6648
1129,2014-04-18,158,2,flower (seeds),6.8,Household & Hygiene,13.6,471
3400,2014-02-15,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,8910
2133,2014-11-08,1,2,tropical fruit,7.8,Fresh Food,15.6,4224
4622,2014-09-11,76,1,sliced cheese,4.2,Dairy,4.2,13534
2796,2014-09-21,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,6711
4925,2014-10-04,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,14699
4760,2014-12-16,4,1,other vegetables,0.8,Fresh Food,0.8,14100
1272,2014-07-27,15,1,specialty bar,5.2,Bakery & Sweets,5.2,977
3165,2014-05-07,3,1,pip fruit,3.0,Fresh Food,3.0,8066
3839,2014-09-13,128,3,soft cheese,7.2,Dairy,21.6,10583
1110,2014-05-30,70,3,margarine,3.5,Pantry Staples,10.5,401
2744,2014-03-20,16,1,butter milk,6.1,Dairy,6.1,6501
1685,2014-06-03,38,2,soda,0.8,Beverages,1.6,2509
3435,2014-11-08,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,9026
3316,2014-09-10,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,8629
3284,2014-04-01,101,2,canned fish,2.1,Frozen & Processed Food,4.2,8499
1896,2014-11-20,3,2,pip fruit,3.0,Fresh Food,6.0,3335
4538,2014-06-22,38,1,soda,0.8,Beverages,0.8,13236
3072,2014-06-18,125,3,instant coffee,4.9,Frozen & Processed Food,14.700000000000001,7717
2102,2014-07-21,11,2,butter,3.2,Dairy,6.4,4122
4685,2014-09-29,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,13803
3617,2014-07-28,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,9759
1013,2014-07-15,4,2,other vegetables,0.8,Fresh Food,1.6,54
4616,2014-07-29,2,1,whole milk,1.8,Dairy,1.8,13518
2561,2014-04-19,2,2,whole milk,1.8,Dairy,3.6,5815
2357,2014-05-25,50,2,bottled beer,1.8,Beverages,3.6,5060
3423,2014-07-11,17,3,bottled water,0.5,Beverages,1.5,8989
3259,2014-03-12,4,1,other vegetables,0.8,Fresh Food,0.8,8421
4764,2014-05-29,86,3,soap,3.8,Household & Hygiene,11.399999999999999,14117
1548,2014-05-04,4,2,other vegetables,0.8,Fresh Food,1.6,2001
3209,2014-03-15,57,1,meat,8.5,Fresh Food,8.5,8236
1562,2014-07-30,126,1,snack products,0.9,Snacks,0.9,2044
3849,2014-12-15,22,1,root vegetables,1.8,Fresh Food,1.8,10630
4168,2014-12-03,30,1,turkey,12.5,Fresh Food,12.5,11797
3979,2014-02-26,101,1,canned fish,2.1,Frozen & Processed Food,2.1,11113
1665,2014-08-20,31,2,curd cheese,9.2,Dairy,18.4,2454
1517,2014-09-03,22,2,root vegetables,1.8,Fresh Food,3.6,1906
4894,2014-07-05,2,2,whole milk,1.8,Dairy,3.6,14606
3058,2014-03-12,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,7667
4036,2014-06-20,25,1,canned beer,1.1,Beverages,1.1,11294
3240,2014-10-31,25,1,canned beer,1.1,Beverages,1.1,8338
3784,2014-03-04,38,2,soda,0.8,Beverages,1.6,10388
4290,2014-06-30,51,1,dessert,1.15,Bakery & Sweets,1.15,12278
3264,2014-02-27,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,8436
1092,2014-12-10,18,1,yogurt,2.2,Dairy,2.2,326
1035,2014-06-25,2,1,whole milk,1.8,Dairy,1.8,134
1985,2014-06-06,16,3,butter milk,6.1,Dairy,18.299999999999997,3666
2569,2014-10-14,15,2,specialty bar,5.2,Bakery & Sweets,10.4,5844
3237,2014-10-14,15,2,specialty bar,5.2,Bakery & Sweets,10.4,8332
1966,2014-08-18,25,1,canned beer,1.1,Beverages,1.1,3604
4935,2014-03-19,38,3,soda,0.8,Beverages,2.4000000000000004,14738
1569,2014-01-19,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2073
1964,2014-12-01,38,2,soda,0.8,Beverages,1.6,3595
4743,2014-05-31,38,2,soda,0.8,Beverages,1.6,14033
1353,2014-06-25,4,1,other vegetables,0.8,Fresh Food,0.8,1280
3808,2014-11-18,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,10471
2944,2014-12-19,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,7242
1327,2014-09-26,131,2,roll products,8.6,Specialty & Seasonal,17.2,1188
3201,2014-12-28,2,3,whole milk,1.8,Dairy,5.4,8200
3263,2014-04-17,46,1,pasta,3.1,Pantry Staples,3.1,8430
4799,2014-06-28,4,2,other vegetables,0.8,Fresh Food,1.6,14250
3674,2014-04-26,71,2,shopping bags,5.12,Household & Hygiene,10.24,9959
2453,2014-02-05,44,1,newspapers,3.2,Specialty & Seasonal,3.2,5420
2274,2014-08-14,71,2,shopping bags,5.12,Household & Hygiene,10.24,4759
4705,2014-10-20,1,2,tropical fruit,7.8,Fresh Food,15.6,13891
1580,2014-09-11,80,3,salty snack,0.5,Snacks,1.5,2112
3509,2014-09-02,8,2,beef,19.5,Fresh Food,39.0,9325
4999,2014-04-09,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1,14955
2803,2014-08-10,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,6741
2448,2014-07-15,38,1,soda,0.8,Beverages,0.8,5402
4823,2014-09-16,132,2,kitchen towels,4.83,Household & Hygiene,9.66,14342
3084,2014-10-27,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,7767
2928,2014-12-12,14,3,chocolate,11.5,Bakery & Sweets,34.5,7185
2990,2014-05-31,60,3,cream cheese,6.3,Dairy,18.9,7417
2440,2014-07-08,2,3,whole milk,1.8,Dairy,5.4,5362
1896,2014-02-13,38,1,soda,0.8,Beverages,0.8,3333
1204,2014-04-13,38,2,soda,0.8,Beverages,1.6,741
4119,2014-10-24,60,2,cream cheese,6.3,Dairy,12.6,11598
1978,2014-02-22,18,3,yogurt,2.2,Dairy,6.6000000000000005,3640
1572,2014-07-03,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2079
4562,2014-11-06,44,1,newspapers,3.2,Specialty & Seasonal,3.2,13317
1032,2014-01-26,74,2,whipped/sour cream,5.5,Dairy,11.0,121
4124,2014-08-31,19,1,sausage,3.1,Fresh Food,3.1,11622
1566,2014-11-05,26,1,berries,10.8,Fresh Food,10.8,2059
1751,2014-02-15,2,2,whole milk,1.8,Dairy,3.6,2751
4104,2014-09-04,4,1,other vegetables,0.8,Fresh Food,0.8,11531
2026,2014-11-14,28,1,misc. beverages,1.2,Beverages,1.2,3822
2538,2014-03-01,26,1,berries,10.8,Fresh Food,10.8,5721
2620,2014-05-09,51,1,dessert,1.15,Bakery & Sweets,1.15,6041
2489,2014-06-10,27,3,coffee,8.5,Beverages,25.5,5539
4650,2014-10-07,2,2,whole milk,1.8,Dairy,3.6,13645
3525,2014-07-09,1,3,tropical fruit,7.8,Fresh Food,23.4,9390
3614,2014-09-20,114,1,napkins,21.8,Household & Hygiene,21.8,9746
2301,2014-11-08,2,2,whole milk,1.8,Dairy,3.6,4853
2294,2014-01-14,2,1,whole milk,1.8,Dairy,1.8,4826
1152,2014-12-26,31,2,curd cheese,9.2,Dairy,18.4,562
4887,2014-11-12,37,3,herbs,6.5,Fresh Food,19.5,14584
1995,2014-10-29,82,2,pet care,5.8,Pet Care,11.6,3700
1725,2014-09-21,51,1,dessert,1.15,Bakery & Sweets,1.15,2643
1258,2014-05-04,18,2,yogurt,2.2,Dairy,4.4,934
4376,2014-05-02,11,2,butter,3.2,Dairy,6.4,12633
2993,2014-11-17,8,3,beef,19.5,Fresh Food,58.5,7427
2534,2014-02-09,8,1,beef,19.5,Fresh Food,19.5,5705
3757,2014-10-23,17,2,bottled water,0.5,Beverages,1.0,10272
3689,2014-02-09,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,10022
4130,2014-03-04,38,2,soda,0.8,Beverages,1.6,11644
1018,2014-05-27,26,1,berries,10.8,Fresh Food,10.8,78
3027,2014-04-29,4,2,other vegetables,0.8,Fresh Food,1.6,7547
3959,2014-05-21,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,11034
4453,2014-12-01,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,12907
3427,2014-05-11,49,2,beverages,1.1,Beverages,2.2,9003
4733,2014-08-21,8,1,beef,19.5,Fresh Food,19.5,13995
3599,2014-12-23,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,9693
1190,2014-11-25,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,699
2298,2014-12-17,7,2,citrus fruit,1.5,Fresh Food,3.0,4844
2177,2014-10-02,84,1,female sanitary products,2.5,Personal Care,2.5,4391
1779,2014-06-07,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,2865
3721,2014-08-02,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,10132
2256,2014-11-24,24,1,pastry,3.1,Bakery & Sweets,3.1,4684
4671,2014-07-16,4,1,other vegetables,0.8,Fresh Food,0.8,13741
4299,2014-02-26,7,1,citrus fruit,1.5,Fresh Food,1.5,12328
4679,2014-03-08,3,2,pip fruit,3.0,Fresh Food,6.0,13768
2872,2014-08-04,2,3,whole milk,1.8,Dairy,5.4,6992
3517,2014-11-27,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,9358
3194,2014-10-26,154,2,cake bar,2.4,Bakery & Sweets,4.8,8182
2860,2014-07-08,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,6942
1296,2014-12-14,159,1,rice,11.1,Pantry Staples,11.1,1079
3041,2014-07-04,118,1,chocolate marshmallow,4.13,Bakery & Sweets,4.13,7597
2690,2014-01-02,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,6292
4531,2014-12-17,118,1,chocolate marshmallow,4.13,Bakery & Sweets,4.13,13210
1407,2014-07-15,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,1473
2271,2014-07-16,10,3,chicken,7.2,Fresh Food,21.6,4737
4213,2014-11-06,27,2,coffee,8.5,Beverages,17.0,11968
2743,2014-08-09,8,3,beef,19.5,Fresh Food,58.5,6493
4879,2014-05-01,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,14561
3425,2014-01-05,7,3,citrus fruit,1.5,Fresh Food,4.5,8996
3175,2014-11-18,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,8099
1868,2014-02-25,4,2,other vegetables,0.8,Fresh Food,1.6,3219
3669,2014-10-14,118,2,chocolate marshmallow,4.13,Bakery & Sweets,8.26,9939
4623,2014-07-05,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,13538
3232,2014-07-01,51,1,dessert,1.15,Bakery & Sweets,1.15,8314
1499,2014-02-22,89,3,spread cheese,2.5,Dairy,7.5,1835
3502,2014-05-19,4,1,other vegetables,0.8,Fresh Food,0.8,9299
2785,2014-12-30,10,2,chicken,7.2,Fresh Food,14.4,6665
4762,2014-02-07,44,1,newspapers,3.2,Specialty & Seasonal,3.2,14106
1605,2014-08-17,56,1,white wine,14.2,Beverages,14.2,2209
4786,2014-11-30,38,1,soda,0.8,Beverages,0.8,14198
3786,2014-10-22,58,3,ice cream,1.8,Frozen & Processed Food,5.4,10399
4831,2014-08-16,22,1,root vegetables,1.8,Fresh Food,1.8,14376
4620,2014-06-23,26,2,berries,10.8,Fresh Food,21.6,13532
1316,2014-05-31,50,2,bottled beer,1.8,Beverages,3.6,1148
1116,2014-03-06,4,2,other vegetables,0.8,Fresh Food,1.6,421
2746,2014-05-20,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,6513
3258,2014-04-10,56,1,white wine,14.2,Beverages,14.2,8413
1193,2014-02-16,38,3,soda,0.8,Beverages,2.4000000000000004,707
2602,2014-04-18,1,2,tropical fruit,7.8,Fresh Food,15.6,5979
1098,2014-07-19,1,2,tropical fruit,7.8,Fresh Food,15.6,352
4733,2014-11-09,3,3,pip fruit,3.0,Fresh Food,9.0,13993
3920,2014-02-23,24,3,pastry,3.1,Bakery & Sweets,9.3,10898
3255,2014-01-23,50,2,bottled beer,1.8,Beverages,3.6,8404
2713,2014-05-21,36,2,frozen meals,9.7,Frozen & Processed Food,19.4,6389
4068,2014-06-29,66,3,onions,1.3,Fresh Food,3.9000000000000004,11393
2369,2014-01-07,8,2,beef,19.5,Fresh Food,39.0,5100
1547,2014-03-09,2,2,whole milk,1.8,Dairy,3.6,1998
3183,2014-09-24,23,1,pork,7.2,Fresh Food,7.2,8140
3484,2014-07-04,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,9212
3226,2014-07-22,135,1,meat spreads,7.8,Fresh Food,7.8,8299
4437,2014-12-03,74,1,whipped/sour cream,5.5,Dairy,5.5,12849
1908,2014-06-12,2,3,whole milk,1.8,Dairy,5.4,3376
3678,2014-01-23,45,1,curd,9.8,Dairy,9.8,9974
2076,2014-09-06,96,2,hygiene articles,7.5,Household & Hygiene,15.0,4031
2175,2014-12-26,10,1,chicken,7.2,Fresh Food,7.2,4385
4582,2014-04-23,50,3,bottled beer,1.8,Beverages,5.4,13396
1852,2014-09-08,154,2,cake bar,2.4,Bakery & Sweets,4.8,3157
2148,2014-01-25,38,2,soda,0.8,Beverages,1.6,4281
3898,2014-08-25,8,2,beef,19.5,Fresh Food,39.0,10802
4009,2014-02-19,75,2,frozen vegetables,2.5,Frozen & Processed Food,5.0,11202
1527,2014-04-15,113,1,spices,1.2,Pantry Staples,1.2,1939
4269,2014-12-30,48,1,finished products,6.5,Frozen & Processed Food,6.5,12200
1998,2014-06-14,7,2,citrus fruit,1.5,Fresh Food,3.0,3715
1230,2014-12-17,38,3,soda,0.8,Beverages,2.4000000000000004,828
2142,2014-10-25,1,2,tropical fruit,7.8,Fresh Food,15.6,4258
2897,2014-11-07,123,1,mustard,5.2,Pantry Staples,5.2,7065
3288,2014-04-20,17,2,bottled water,0.5,Beverages,1.0,8514
2155,2014-06-03,3,1,pip fruit,3.0,Fresh Food,3.0,4303
2049,2014-09-02,29,2,ham,15.2,Fresh Food,30.4,3917
4663,2014-04-18,25,3,canned beer,1.1,Beverages,3.3000000000000003,13703
3521,2014-10-10,18,2,yogurt,2.2,Dairy,4.4,9372
4407,2014-06-06,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,12745
3526,2014-05-18,69,3,domestic eggs,1.25,Fresh Food,3.75,9394
3005,2014-04-18,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,7465
3083,2014-03-29,1,3,tropical fruit,7.8,Fresh Food,23.4,7760
4046,2014-12-29,22,3,root vegetables,1.8,Fresh Food,5.4,11332
2332,2014-07-18,142,1,seasonal products,5.4,Specialty & Seasonal,5.4,4960
4376,2014-08-01,23,1,pork,7.2,Fresh Food,7.2,12632
2578,2014-01-30,95,3,frozen fish,5.8,Frozen & Processed Food,17.4,5879
4089,2014-03-15,58,2,ice cream,1.8,Frozen & Processed Food,3.6,11472
4674,2014-02-18,142,3,seasonal products,5.4,Specialty & Seasonal,16.200000000000003,13752
3639,2014-01-05,121,2,sweet spreads,5.4,Bakery & Sweets,10.8,9824
4160,2014-09-05,14,1,chocolate,11.5,Bakery & Sweets,11.5,11760
2766,2014-12-01,23,2,pork,7.2,Fresh Food,14.4,6597
1754,2014-06-07,24,3,pastry,3.1,Bakery & Sweets,9.3,2766
3550,2014-12-06,80,3,salty snack,0.5,Snacks,1.5,9489
1736,2014-09-30,2,3,whole milk,1.8,Dairy,5.4,2690
1315,2014-12-11,1,3,tropical fruit,7.8,Fresh Food,23.4,1144
3633,2014-10-12,38,3,soda,0.8,Beverages,2.4000000000000004,9803
3425,2014-12-15,1,2,tropical fruit,7.8,Fresh Food,15.6,8997
2697,2014-07-07,27,3,coffee,8.5,Beverages,25.5,6323
3659,2014-11-12,23,1,pork,7.2,Fresh Food,7.2,9894
1466,2014-05-16,14,3,chocolate,11.5,Bakery & Sweets,34.5,1695
4440,2014-02-12,4,2,other vegetables,0.8,Fresh Food,1.6,12865
1280,2014-04-17,113,3,spices,1.2,Pantry Staples,3.5999999999999996,1015
4375,2014-10-30,84,3,female sanitary products,2.5,Personal Care,7.5,12630
3208,2014-12-10,22,2,root vegetables,1.8,Fresh Food,3.6,8231
4305,2014-09-02,1,3,tropical fruit,7.8,Fresh Food,23.4,12355
2525,2014-03-04,30,2,turkey,12.5,Fresh Food,25.0,5680
1498,2014-08-23,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,1827
4108,2014-08-27,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,11552
3249,2014-04-02,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,8379
2131,2014-07-11,18,2,yogurt,2.2,Dairy,4.4,4210
4886,2014-08-21,51,1,dessert,1.15,Bakery & Sweets,1.15,14581
1023,2014-05-22,137,2,male cosmetics,10.6,Personal Care,21.2,92
2875,2014-04-30,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,7007
3407,2014-12-16,27,1,coffee,8.5,Beverages,8.5,8937
1632,2014-05-29,22,2,root vegetables,1.8,Fresh Food,3.6,2323
2668,2014-12-01,2,1,whole milk,1.8,Dairy,1.8,6214
3745,2014-05-25,79,1,specialty cheese,12.14,Dairy,12.14,10226
1712,2014-04-12,60,2,cream cheese,6.3,Dairy,12.6,2600
4009,2014-12-21,11,1,butter,3.2,Dairy,3.2,11203
4522,2014-10-04,25,2,canned beer,1.1,Beverages,2.2,13161
4852,2014-01-24,54,1,condensed milk,3.5,Dairy,3.5,14455
3862,2014-12-26,17,1,bottled water,0.5,Beverages,0.5,10679
3538,2014-11-28,18,1,yogurt,2.2,Dairy,2.2,9439
3821,2014-12-14,1,3,tropical fruit,7.8,Fresh Food,23.4,10524
1889,2014-06-20,146,3,ketchup,1.25,Pantry Staples,3.75,3304
3963,2014-06-01,65,2,candy,3.6,Bakery & Sweets,7.2,11052
1478,2014-07-07,10,1,chicken,7.2,Fresh Food,7.2,1744
2788,2014-04-17,51,2,dessert,1.15,Bakery & Sweets,2.3,6678
3822,2014-12-23,18,3,yogurt,2.2,Dairy,6.6000000000000005,10528
1728,2014-10-18,22,3,root vegetables,1.8,Fresh Food,5.4,2653
3016,2014-05-23,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,7510
2018,2014-04-13,33,3,frozen potato products,3.0,Frozen & Processed Food,9.0,3793
3139,2014-01-23,7,2,citrus fruit,1.5,Fresh Food,3.0,7976
2823,2014-08-07,24,1,pastry,3.1,Bakery & Sweets,3.1,6812
1820,2014-01-23,22,2,root vegetables,1.8,Fresh Food,3.6,3036
1596,2014-09-10,6,1,pot plants,3.5,Household & Hygiene,3.5,2171
3333,2014-05-12,18,3,yogurt,2.2,Dairy,6.6000000000000005,8688
2408,2014-08-02,49,1,beverages,1.1,Beverages,1.1,5245
1303,2014-09-27,3,3,pip fruit,3.0,Fresh Food,9.0,1103
2835,2014-08-11,22,2,root vegetables,1.8,Fresh Food,3.6,6849
1921,2014-08-17,1,1,tropical fruit,7.8,Fresh Food,7.8,3424
3313,2014-11-23,2,2,whole milk,1.8,Dairy,3.6,8620
2772,2014-04-04,82,3,pet care,5.8,Pet Care,17.4,6614
1929,2014-02-03,46,2,pasta,3.1,Pantry Staples,6.2,3459
3066,2014-10-17,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,7698
4176,2014-09-25,2,3,whole milk,1.8,Dairy,5.4,11823
1544,2014-03-18,1,3,tropical fruit,7.8,Fresh Food,23.4,1988
3479,2014-06-07,30,2,turkey,12.5,Fresh Food,25.0,9191
2321,2014-02-06,3,2,pip fruit,3.0,Fresh Food,6.0,4920
2076,2014-01-14,152,1,softener,11.8,Household & Hygiene,11.8,4033
3761,2014-12-25,2,1,whole milk,1.8,Dairy,1.8,10294
2229,2014-10-07,3,2,pip fruit,3.0,Fresh Food,6.0,4566
3612,2014-03-12,70,2,margarine,3.5,Pantry Staples,7.0,9733
4842,2014-03-25,18,2,yogurt,2.2,Dairy,4.4,14422
2725,2014-01-05,2,2,whole milk,1.8,Dairy,3.6,6430
1917,2014-01-26,19,3,sausage,3.1,Fresh Food,9.3,3413
2276,2014-11-29,1,3,tropical fruit,7.8,Fresh Food,23.4,4765
3964,2014-01-30,22,3,root vegetables,1.8,Fresh Food,5.4,11058
4469,2014-09-13,23,2,pork,7.2,Fresh Food,14.4,12974
1307,2014-08-29,2,3,whole milk,1.8,Dairy,5.4,1120
3343,2014-02-11,26,3,berries,10.8,Fresh Food,32.400000000000006,8716
1903,2014-08-15,2,1,whole milk,1.8,Dairy,1.8,3358
3354,2014-12-11,26,1,berries,10.8,Fresh Food,10.8,8756
2580,2014-04-03,74,3,whipped/sour cream,5.5,Dairy,16.5,5883
2685,2014-02-11,7,3,citrus fruit,1.5,Fresh Food,4.5,6272
1761,2014-10-18,2,3,whole milk,1.8,Dairy,5.4,2793
3475,2014-09-01,2,2,whole milk,1.8,Dairy,3.6,9178
2758,2014-12-07,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,6554
1450,2014-12-08,15,1,specialty bar,5.2,Bakery & Sweets,5.2,1636
2832,2014-07-07,2,1,whole milk,1.8,Dairy,1.8,6839
