Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
173,3,104.7,2,2,3,223,7,REGULARS
86,4,104.7,3,3,3,333,9,REGULARS
501,5,104.69,1,3,3,133,7,LOST
140,3,104.6,3,2,3,323,8,REGULARS
191,4,104.5,2,3,3,233,8,REGULARS
14,5,104.5,4,3,3,433,10,REGULARS
97,6,104.4,3,4,3,343,10,LOYAL
82,5,104.31,3,3,3,333,9,REGULARS
56,5,104.3,4,3,3,433,10,REGULARS
12,10,104.25,4,4,3,443,11,LOYAL
431,4,104.2,1,3,3,133,7,LOST
63,6,104.1,3,4,3,343,10,LOYAL
179,5,104.02,2,3,3,233,8,REGULARS
511,2,104.0,1,1,3,113,5,LOST
124,3,103.8,3,2,3,323,8,REGULARS
51,3,103.8,4,2,3,423,9,REGULARS
28,2,103.8,4,1,3,413,8,REGULARS
66,3,103.7,3,2,3,323,8,REGULARS
91,6,103.6,3,4,3,343,10,LOYAL
82,5,103.4,3,3,3,333,9,REGULARS
35,3,103.3,4,2,3,423,9,REGULARS
285,4,103.2,1,3,3,133,7,LOST
101,5,103.1,3,3,3,333,9,REGULARS
342,3,103.0,1,2,3,123,6,LOST
88,2,103.0,3,1,3,313,7,REGULARS
197,3,103.0,2,2,3,223,7,REGULARS
232,4,102.75,2,3,3,233,8,REGULARS
327,3,102.7,1,2,3,123,6,LOST
24,6,102.6,4,4,3,443,11,LOYAL
125,4,102.6,3,3,3,333,9,REGULARS
299,6,102.52,1,4,3,143,8,LOYAL
67,6,102.36,3,4,3,343,10,LOYAL
48,6,102.35,4,4,3,443,11,LOYAL
13,6,102.35,4,4,3,443,11,LOYAL
93,3,102.34,3,2,3,323,8,REGULARS
54,6,102.3,4,4,3,443,11,LOYAL
79,3,102.2,3,2,3,323,8,REGULARS
33,6,102.2,4,4,3,443,11,LOYAL
19,4,102.2,4,3,3,433,10,REGULARS
2,2,102.2,4,1,3,413,8,REGULARS
152,7,102.16,2,4,3,243,9,LOYAL
87,3,102.14,3,2,3,323,8,REGULARS
108,5,102.14,3,3,3,333,9,REGULARS
10,5,102.0,4,3,3,433,10,REGULARS
255,3,101.95,2,2,3,223,7,REGULARS
1,8,101.9,4,4,3,443,11,LOYAL
19,3,101.9,4,2,3,423,9,REGULARS
52,7,101.85,4,4,3,443,11,LOYAL
335,1,101.8,1,1,3,113,5,LOST
322,2,101.8,1,1,3,113,5,LOST
111,4,101.8,3,3,3,333,9,REGULARS
44,7,101.7,4,4,3,443,11,LOYAL
50,4,101.67,4,3,3,433,10,REGULARS
77,6,101.65,3,4,3,343,10,LOYAL
182,5,101.62,2,3,3,233,8,REGULARS
124,5,101.62,3,3,3,333,9,REGULARS
57,2,101.6,4,1,3,413,8,REGULARS
354,2,101.6,1,1,3,113,5,LOST
37,5,101.5,4,3,3,433,10,REGULARS
180,2,101.5,2,1,3,213,6,REGULARS
22,6,101.5,4,4,3,443,11,LOYAL
58,4,101.4,3,3,3,333,9,REGULARS
381,4,101.4,1,3,3,133,7,LOST
501,3,101.2,1,2,3,123,6,LOST
39,5,101.1,4,3,3,433,10,REGULARS
18,5,101.1,4,3,3,433,10,REGULARS
41,5,101.1,4,3,3,433,10,REGULARS
63,3,101.1,3,2,3,323,8,REGULARS
88,4,101.0,3,3,3,333,9,REGULARS
113,7,100.9,3,4,3,343,10,LOYAL
145,3,100.8,2,2,3,223,7,REGULARS
2,5,100.7,4,3,3,433,10,REGULARS
99,3,100.7,3,2,3,323,8,REGULARS
567,4,100.7,1,3,3,133,7,LOST
49,3,100.6,4,2,3,423,9,REGULARS
228,3,100.6,2,2,3,223,7,REGULARS
144,2,100.6,2,1,3,213,6,REGULARS
64,2,100.56,3,1,3,313,7,REGULARS
180,4,100.5,2,3,3,233,8,REGULARS
25,6,100.4,4,4,3,443,11,LOYAL
174,2,100.4,2,1,3,213,6,REGULARS
69,5,100.4,3,3,3,333,9,REGULARS
125,6,100.13,3,4,3,343,10,LOYAL
45,3,100.12,4,2,3,423,9,REGULARS
151,6,100.1,2,4,3,243,9,LOYAL
38,5,100.1,4,3,3,433,10,REGULARS
49,4,100.1,4,3,3,433,10,REGULARS
13,7,100.1,4,4,3,443,11,LOYAL
25,3,100.0,4,2,3,423,9,REGULARS
242,5,100.0,2,3,3,233,8,REGULARS
336,5,99.97,1,3,3,133,7,LOST
26,3,99.9,4,2,3,423,9,REGULARS
101,6,99.88,3,4,3,343,10,LOYAL
303,3,99.87,1,2,3,123,6,LOST
16,5,99.85,4,3,3,433,10,REGULARS
104,3,99.8,3,2,3,323,8,REGULARS
273,3,99.7,2,2,3,223,7,REGULARS
210,6,99.7,2,4,3,243,9,LOYAL
123,5,99.65,3,3,3,333,9,REGULARS
99,4,99.6,3,3,3,333,9,REGULARS
124,5,99.52,3,3,3,333,9,REGULARS
363,3,99.5,1,2,3,123,6,LOST
245,7,99.44,2,4,3,243,9,LOYAL
16,3,99.4,4,2,3,423,9,REGULARS
200,4,99.39,2,3,3,233,8,REGULARS
119,5,99.36,3,3,3,333,9,REGULARS
28,4,99.36,4,3,3,433,10,REGULARS
93,6,99.26,3,4,3,343,10,LOYAL
31,3,99.2,4,2,3,423,9,REGULARS
294,4,99.2,1,3,3,133,7,LOST
84,4,99.2,3,3,3,333,9,REGULARS
249,6,99.18,2,4,3,243,9,LOYAL
79,4,99.15,3,3,3,333,9,REGULARS
171,5,99.1,2,3,3,233,8,REGULARS
32,4,99.05,4,3,3,433,10,REGULARS
84,9,98.9,3,4,3,343,10,LOYAL
151,4,98.82,2,3,3,233,8,REGULARS
8,3,98.8,4,2,3,423,9,REGULARS
31,4,98.76,4,3,3,433,10,REGULARS
65,3,98.7,3,2,3,323,8,REGULARS
169,3,98.65,2,2,3,223,7,REGULARS
119,3,98.65,3,2,3,323,8,REGULARS
349,3,98.6,1,2,3,123,6,LOST
229,4,98.56,2,3,3,233,8,REGULARS
1,4,98.55,4,3,3,433,10,REGULARS
633,4,98.5,1,3,3,133,7,LOST
188,3,98.5,2,2,3,223,7,REGULARS
186,6,98.45,2,4,3,243,9,LOYAL
19,4,98.44,4,3,3,433,10,REGULARS
202,7,98.41,2,4,3,243,9,LOYAL
344,3,98.4,1,2,3,123,6,LOST
96,4,98.4,3,3,3,333,9,REGULARS
1,4,98.4,4,3,3,433,10,REGULARS
139,6,98.36,3,4,3,343,10,LOYAL
108,7,98.35,3,4,3,343,10,LOYAL
244,4,98.3,2,3,3,233,8,REGULARS
7,5,98.22,4,3,3,433,10,REGULARS
30,3,98.2,4,2,3,423,9,REGULARS
152,6,98.14,2,4,3,243,9,LOYAL
37,4,98.1,4,3,3,433,10,REGULARS
183,5,98.1,2,3,3,233,8,REGULARS
257,3,98.1,2,2,3,223,7,REGULARS
335,5,98.0,1,3,3,133,7,LOST
214,5,98.0,2,3,3,233,8,REGULARS
79,4,97.92,3,3,3,333,9,REGULARS
447,2,97.9,1,1,3,113,5,LOST
37,4,97.9,4,3,3,433,10,REGULARS
101,5,97.85,3,3,3,333,9,REGULARS
338,1,97.8,1,1,3,113,5,LOST
536,3,97.8,1,2,3,123,6,LOST
15,6,97.8,4,4,3,443,11,LOYAL
228,5,97.72,2,3,3,233,8,REGULARS
290,5,97.7,1,3,3,133,7,LOST
259,3,97.62,2,2,3,223,7,REGULARS
184,3,97.6,2,2,3,223,7,REGULARS
165,5,97.6,2,3,3,233,8,REGULARS
55,4,97.6,4,3,3,433,10,REGULARS
32,4,97.59,4,3,3,433,10,REGULARS
44,5,97.54,4,3,3,433,10,REGULARS
155,4,97.42,2,3,3,233,8,REGULARS
96,3,97.4,3,2,3,323,8,REGULARS
131,6,97.4,3,4,3,343,10,LOYAL
40,6,97.4,4,4,3,443,11,LOYAL
178,3,97.35,2,2,3,223,7,REGULARS
188,3,97.3,2,2,3,223,7,REGULARS
19,4,97.3,4,3,3,433,10,REGULARS
79,3,97.26,3,2,3,323,8,REGULARS
40,6,97.2,4,4,3,443,11,LOYAL
164,4,97.05,2,3,3,233,8,REGULARS
10,5,96.8,4,3,3,433,10,REGULARS
32,4,96.8,4,3,3,433,10,REGULARS
324,5,96.78,1,3,3,133,7,LOST
135,6,96.65,3,4,3,343,10,LOYAL
162,4,96.64,2,3,3,233,8,REGULARS
430,5,96.62,1,3,3,133,7,LOST
77,4,96.6,3,3,3,333,9,REGULARS
337,3,96.6,1,2,3,123,6,LOST
229,3,96.6,2,2,3,223,7,REGULARS
77,5,96.6,3,3,3,333,9,REGULARS
101,5,96.59,3,4,3,343,10,LOYAL
44,3,96.5,4,2,3,423,9,REGULARS
27,4,96.5,4,3,3,433,10,REGULARS
129,5,96.46,3,4,3,343,10,LOYAL
126,6,96.44,3,4,3,343,10,LOYAL
22,4,96.4,4,3,3,433,10,REGULARS
45,4,96.4,4,3,3,433,10,REGULARS
21,4,96.36,4,3,3,433,10,REGULARS
385,5,96.3,1,4,3,143,8,LOYAL
54,5,96.3,4,4,3,443,11,LOYAL
161,5,96.28,2,4,3,243,9,LOYAL
83,6,96.2,3,4,3,343,10,LOYAL
32,5,96.2,4,4,3,443,11,LOYAL
261,3,96.2,2,2,3,223,7,REGULARS
508,4,96.15,1,3,3,133,7,LOST
304,5,96.1,1,4,3,143,8,LOYAL
148,4,96.1,2,3,3,233,8,REGULARS
40,6,95.9,4,4,3,443,11,LOYAL
65,4,95.9,3,3,3,333,9,REGULARS
188,5,95.9,2,4,3,243,9,LOYAL
26,5,95.8,4,4,3,443,11,LOYAL
124,4,95.8,3,3,3,333,9,REGULARS
153,1,95.8,2,1,3,213,6,REGULARS
162,6,95.7,2,4,3,243,9,LOYAL
89,5,95.6,3,4,3,343,10,LOYAL
127,5,95.6,3,4,3,343,10,LOYAL
91,4,95.5,3,3,3,333,9,REGULARS
50,5,95.5,4,4,3,443,11,LOYAL
38,4,95.4,4,3,3,433,10,REGULARS
229,5,95.3,2,4,3,243,9,LOYAL
84,4,95.3,3,3,3,333,9,REGULARS
229,4,95.29,2,3,3,233,8,REGULARS
41,5,95.22,4,4,3,443,11,LOYAL
21,4,95.2,4,3,3,433,10,REGULARS
15,3,95.12,4,2,3,423,9,REGULARS
221,5,95.1,2,4,3,243,9,LOYAL
225,5,95.1,2,4,3,243,9,LOYAL
146,3,95.06,2,2,3,223,7,REGULARS
6,4,95.05,4,3,3,433,10,REGULARS
113,3,95.0,3,2,3,323,8,REGULARS
205,6,95.0,2,4,3,243,9,LOYAL
103,4,94.95,3,3,3,333,9,REGULARS
81,3,94.9,3,2,3,323,8,REGULARS
90,3,94.9,3,2,3,323,8,REGULARS
72,5,94.85,3,4,3,343,10,LOYAL
105,6,94.8,3,4,3,343,10,LOYAL
190,5,94.7,2,4,3,243,9,LOYAL
354,3,94.69,1,2,3,123,6,LOST
221,4,94.6,2,3,3,233,8,REGULARS
84,6,94.6,3,4,3,343,10,LOYAL
100,4,94.52,3,3,3,333,9,REGULARS
74,5,94.5,3,4,3,343,10,LOYAL
135,3,94.5,3,2,3,323,8,REGULARS
73,4,94.45,3,3,3,333,9,REGULARS
11,4,94.45,4,3,3,433,10,REGULARS
195,3,94.45,2,2,3,223,7,REGULARS
234,5,94.44,2,4,3,243,9,LOYAL
2,5,94.4,4,4,3,443,11,LOYAL
218,5,94.36,2,4,3,243,9,LOYAL
218,5,94.35,2,4,3,243,9,LOYAL
175,5,94.35,2,4,3,243,9,LOYAL
111,4,94.2,3,3,3,333,9,REGULARS
13,3,94.2,4,2,3,423,9,REGULARS
153,4,94.06,2,3,3,233,8,REGULARS
64,6,93.95,3,4,3,343,10,LOYAL
89,4,93.9,3,3,3,333,9,REGULARS
268,5,93.9,2,4,3,243,9,LOYAL
270,3,93.85,2,2,3,223,7,REGULARS
96,3,93.85,3,2,3,323,8,REGULARS
130,3,93.8,3,2,3,323,8,REGULARS
67,5,93.64,3,4,3,343,10,LOYAL
107,5,93.6,3,4,3,343,10,LOYAL
333,4,93.6,1,3,3,133,7,LOST
82,5,93.54,3,4,3,343,10,LOYAL
177,3,93.5,2,2,3,223,7,REGULARS
65,4,93.46,3,3,3,333,9,REGULARS
82,4,93.4,3,3,3,333,9,REGULARS
121,3,93.4,3,2,3,323,8,REGULARS
193,2,93.3,2,1,3,213,6,REGULARS
614,2,93.3,1,1,3,113,5,LOST
24,6,93.15,4,4,3,443,11,LOYAL
167,3,93.1,2,2,3,223,7,REGULARS
32,6,93.1,4,4,3,443,11,LOYAL
98,5,93.07,3,4,3,343,10,LOYAL
336,3,93.06,1,2,3,123,6,LOST
3,2,93.0,4,1,3,413,8,REGULARS
216,3,93.0,2,2,3,223,7,REGULARS
221,4,93.0,2,3,3,233,8,REGULARS
467,4,92.95,1,3,3,133,7,LOST
67,4,92.9,3,3,3,333,9,REGULARS
17,4,92.9,4,3,3,433,10,REGULARS
291,3,92.9,1,2,3,123,6,LOST
2,6,92.75,4,4,3,443,11,LOYAL
102,5,92.7,3,4,3,343,10,LOYAL
141,6,92.7,3,4,3,343,10,LOYAL
237,3,92.7,2,2,3,223,7,REGULARS
458,2,92.68,1,1,3,113,5,LOST
225,4,92.62,2,3,3,233,8,REGULARS
92,3,92.62,3,2,3,323,8,REGULARS
19,5,92.6,4,4,3,443,11,LOYAL
184,4,92.4,2,3,3,233,8,REGULARS
34,6,92.4,4,4,3,443,11,LOYAL
60,4,92.34,3,3,3,333,9,REGULARS
270,4,92.3,2,3,3,233,8,REGULARS
266,3,92.3,2,2,3,223,7,REGULARS
216,3,92.2,2,2,3,223,7,REGULARS
209,6,92.15,2,4,3,243,9,LOYAL
25,6,92.12,4,4,3,443,11,LOYAL
49,6,92.11,4,4,3,443,11,LOYAL
411,5,92.09,1,4,3,143,8,LOYAL
208,5,92.0,2,4,3,243,9,LOYAL
211,3,91.9,2,2,3,223,7,REGULARS
558,3,91.9,1,2,3,123,6,LOST
280,4,91.9,2,3,3,233,8,REGULARS
235,4,91.8,2,3,3,233,8,REGULARS
415,3,91.8,1,2,3,123,6,LOST
5,5,91.8,4,4,3,443,11,LOYAL
33,4,91.74,4,3,3,433,10,REGULARS
337,3,91.62,1,2,3,123,6,LOST
54,3,91.6,4,2,3,423,9,REGULARS
144,5,91.55,2,4,3,243,9,LOYAL
217,8,91.42,2,4,3,243,9,LOYAL
198,5,91.3,2,4,3,243,9,LOYAL
433,7,91.24,1,4,3,143,8,LOYAL
238,2,91.2,2,1,3,213,6,REGULARS
167,3,91.1,2,2,3,223,7,REGULARS
46,7,91.1,4,4,3,443,11,LOYAL
132,3,91.08,3,2,3,323,8,REGULARS
28,3,91.05,4,2,3,423,9,REGULARS
241,4,91.0,2,3,3,233,8,REGULARS
384,7,90.95,1,4,3,143,8,LOYAL
79,4,90.9,3,3,3,333,9,REGULARS
1,7,90.8,4,4,3,443,11,LOYAL
177,3,90.75,2,2,3,223,7,REGULARS
345,4,90.72,1,3,3,133,7,LOST
400,3,90.6,1,2,3,123,6,LOST
333,4,90.6,1,3,3,133,7,LOST
41,5,90.5,4,4,3,443,11,LOYAL
132,4,90.45,3,3,3,333,9,REGULARS
284,4,90.42,1,3,3,133,7,LOST
144,4,90.4,2,3,3,233,8,REGULARS
123,4,90.4,3,3,3,333,9,REGULARS
233,3,90.3,2,2,3,223,7,REGULARS
327,4,90.1,1,3,3,133,7,LOST
66,3,90.1,3,2,3,323,8,REGULARS
125,6,90.0,3,4,3,343,10,LOYAL
27,5,89.9,4,4,3,443,11,LOYAL
303,4,89.9,1,3,3,133,7,LOST
255,4,89.9,2,3,3,233,8,REGULARS
75,4,89.84,3,3,3,333,9,REGULARS
21,3,89.8,4,2,3,423,9,REGULARS
127,5,89.8,3,4,3,343,10,LOYAL
57,5,89.8,4,4,3,443,11,LOYAL
159,5,89.7,2,4,3,243,9,LOYAL
91,4,89.66,3,3,3,333,9,REGULARS
70,8,89.6,3,4,3,343,10,LOYAL
324,4,89.6,1,3,3,133,7,LOST
395,5,89.55,1,4,3,143,8,LOYAL
346,3,89.46,1,2,3,123,6,LOST
24,4,89.45,4,3,3,433,10,REGULARS
291,4,89.4,1,3,3,133,7,LOST
67,5,89.4,3,4,3,343,10,LOYAL
21,6,89.36,4,4,3,443,11,LOYAL
213,3,89.36,2,2,3,223,7,REGULARS
152,5,89.36,2,4,3,243,9,LOYAL
48,4,89.35,4,3,3,433,10,REGULARS
31,5,89.3,4,4,3,443,11,LOYAL
22,3,89.3,4,2,3,423,9,REGULARS
3,3,89.3,4,2,3,423,9,REGULARS
16,3,89.2,4,2,3,423,9,REGULARS
220,3,89.2,2,2,3,223,7,REGULARS
112,2,89.1,3,1,3,313,7,REGULARS
380,5,89.01,1,4,3,143,8,LOYAL
33,7,89.0,4,4,3,443,11,LOYAL
243,4,89.0,2,3,3,233,8,REGULARS
32,5,88.82,4,4,3,443,11,LOYAL
281,3,88.82,1,2,3,123,6,LOST
188,3,88.8,2,2,3,223,7,REGULARS
189,7,88.55,2,4,3,243,9,LOYAL
212,6,88.5,2,4,3,243,9,LOYAL
285,4,88.5,1,3,3,133,7,LOST
63,5,88.4,3,4,3,343,10,LOYAL
201,3,88.4,2,2,3,223,7,REGULARS
166,2,88.4,2,1,3,213,6,REGULARS
103,7,88.4,3,4,3,343,10,LOYAL
273,5,88.35,2,4,3,243,9,LOYAL
293,3,88.3,1,2,3,123,6,LOST
3,4,88.2,4,3,3,433,10,REGULARS
255,5,88.2,2,4,3,243,9,LOYAL
496,4,88.11,1,3,3,133,7,LOST
121,6,88.1,3,4,3,343,10,LOYAL
246,5,88.1,2,4,3,243,9,LOYAL
112,4,88.1,3,3,3,333,9,REGULARS
136,5,88.05,3,4,3,343,10,LOYAL
87,6,87.95,3,4,3,343,10,LOYAL
77,4,87.9,3,3,3,333,9,REGULARS
235,4,87.9,2,3,3,233,8,REGULARS
223,2,87.9,2,1,3,213,6,REGULARS
377,4,87.89,1,3,3,133,7,LOST
208,4,87.82,2,3,3,233,8,REGULARS
238,3,87.8,2,2,3,223,7,REGULARS
12,6,87.8,4,4,3,443,11,LOYAL
169,4,87.8,2,3,3,233,8,REGULARS
174,4,87.75,2,3,3,233,8,REGULARS
78,4,87.7,3,3,3,333,9,REGULARS
33,3,87.6,4,2,3,423,9,REGULARS
427,4,87.6,1,3,3,133,7,LOST
7,4,87.5,4,3,3,433,10,REGULARS
56,5,87.4,4,4,3,443,11,LOYAL
107,6,87.4,3,4,3,343,10,LOYAL
360,3,87.34,1,2,3,123,6,LOST
22,4,87.34,4,3,3,433,10,REGULARS
401,3,87.3,1,2,3,123,6,LOST
271,4,87.3,2,3,3,233,8,REGULARS
26,5,87.28,4,4,3,443,11,LOYAL
42,5,87.12,4,4,3,443,11,LOYAL
403,4,87.1,1,3,3,133,7,LOST
36,4,87.0,4,3,3,433,10,REGULARS
156,4,86.95,2,3,3,233,8,REGULARS
332,4,86.95,1,3,3,133,7,LOST
68,4,86.9,3,3,3,333,9,REGULARS
7,8,86.86,4,4,3,443,11,LOYAL
191,5,86.83,2,4,3,243,9,LOYAL
258,4,86.8,2,3,3,233,8,REGULARS
28,4,86.8,4,3,3,433,10,REGULARS
84,6,86.8,3,4,3,343,10,LOYAL
56,3,86.8,4,2,3,423,9,REGULARS
369,2,86.8,1,1,3,113,5,LOST
66,6,86.75,3,4,3,343,10,LOYAL
86,3,86.7,3,2,3,323,8,REGULARS
175,5,86.7,2,4,3,243,9,LOYAL
58,5,86.65,3,4,3,343,10,LOYAL
17,6,86.65,4,4,3,443,11,LOYAL
11,7,86.6,4,4,3,443,11,LOYAL
47,4,86.6,4,3,3,433,10,REGULARS
124,2,86.6,3,1,3,313,7,REGULARS
36,4,86.6,4,3,3,433,10,REGULARS
299,3,86.6,1,2,3,123,6,LOST
29,5,86.55,4,4,3,443,11,LOYAL
214,6,86.54,2,4,3,243,9,LOYAL
382,4,86.54,1,3,3,133,7,LOST
259,2,86.51,2,1,3,213,6,REGULARS
103,3,86.5,3,2,3,323,8,REGULARS
254,5,86.5,2,4,3,243,9,LOYAL
126,4,86.4,3,3,3,333,9,REGULARS
57,6,86.4,4,4,3,443,11,LOYAL
128,5,86.4,3,4,3,343,10,LOYAL
91,2,86.3,3,1,3,313,7,REGULARS
44,4,86.27,4,3,3,433,10,REGULARS
56,3,86.25,4,2,3,423,9,REGULARS
181,3,86.2,2,2,3,223,7,REGULARS
212,4,86.2,2,3,3,233,8,REGULARS
194,3,86.2,2,2,3,223,7,REGULARS
139,6,86.2,3,4,3,343,10,LOYAL
475,2,86.2,1,1,3,113,5,LOST
36,4,86.12,4,3,3,433,10,REGULARS
124,4,86.05,3,3,3,333,9,REGULARS
64,5,86.0,3,4,3,343,10,LOYAL
152,3,86.0,2,2,3,223,7,REGULARS
103,3,85.94,3,2,3,323,8,REGULARS
254,3,85.9,2,2,3,223,7,REGULARS
324,6,85.9,1,4,3,143,8,LOYAL
139,4,85.85,3,3,3,333,9,REGULARS
104,5,85.84,3,4,3,343,10,LOYAL
297,5,85.8,1,4,3,143,8,LOYAL
421,2,85.8,1,1,3,113,5,LOST
47,2,85.8,4,1,3,413,8,REGULARS
69,2,85.8,3,1,3,313,7,REGULARS
79,4,85.7,3,3,3,333,9,REGULARS
12,3,85.7,4,2,3,423,9,REGULARS
56,3,85.7,4,2,3,423,9,REGULARS
155,3,85.63,2,2,3,223,7,REGULARS
61,5,85.6,3,4,3,343,10,LOYAL
175,4,85.6,2,3,3,233,8,REGULARS
24,3,85.55,4,2,3,423,9,REGULARS
21,3,85.5,4,2,3,423,9,REGULARS
106,4,85.5,3,3,3,333,9,REGULARS
131,6,85.45,3,4,3,343,10,LOYAL
70,2,85.42,3,1,3,313,7,REGULARS
267,5,85.4,2,4,3,243,9,LOYAL
396,4,85.4,1,3,3,133,7,LOST
62,3,85.4,3,2,3,323,8,REGULARS
244,4,85.4,2,3,3,233,8,REGULARS
131,4,85.35,3,3,3,333,9,REGULARS
373,3,85.3,1,2,3,123,6,LOST
37,2,85.3,4,1,3,413,8,REGULARS
439,5,85.3,1,4,3,143,8,LOYAL
40,7,85.2,4,4,3,443,11,LOYAL
32,4,85.2,4,3,3,433,10,REGULARS
76,4,85.16,3,3,3,333,9,REGULARS
560,3,85.14,1,2,3,123,6,LOST
343,4,85.12,1,3,3,133,7,LOST
77,4,85.1,3,3,3,333,9,REGULARS
295,4,85.1,1,3,3,133,7,LOST
199,4,85.0,2,3,3,233,8,REGULARS
181,5,84.92,2,4,3,243,9,LOYAL
39,5,84.85,4,4,3,443,11,LOYAL
32,4,84.8,4,3,3,433,10,REGULARS
154,5,84.8,2,4,3,243,9,LOYAL
334,4,84.7,1,3,3,133,7,LOST
261,2,84.66,2,1,3,213,6,REGULARS
182,3,84.66,2,2,3,223,7,REGULARS
222,5,84.6,2,4,3,243,9,LOYAL
48,2,84.55,4,1,3,413,8,REGULARS
1,6,84.5,4,4,3,443,11,LOYAL
190,8,84.5,2,4,3,243,9,LOYAL
65,7,84.5,3,4,3,343,10,LOYAL
234,2,84.5,2,1,3,213,6,REGULARS
34,5,84.49,4,4,3,443,11,LOYAL
2,4,84.45,4,3,3,433,10,REGULARS
211,5,84.25,2,4,3,243,9,LOYAL
14,4,84.2,4,3,3,433,10,REGULARS
191,5,84.12,2,4,3,243,9,LOYAL
342,6,84.0,1,4,3,143,8,LOYAL
99,4,83.99,3,3,3,333,9,REGULARS
306,4,83.96,1,3,3,133,7,LOST
104,3,83.9,3,2,3,323,8,REGULARS
55,6,83.9,4,4,3,443,11,LOYAL
16,5,83.86,4,4,3,443,11,LOYAL
43,5,83.74,4,4,3,443,11,LOYAL
155,4,83.7,2,3,3,233,8,REGULARS
139,3,83.7,3,2,3,323,8,REGULARS
52,4,83.7,4,3,3,433,10,REGULARS
195,4,83.65,2,3,3,233,8,REGULARS
70,3,83.6,3,2,3,323,8,REGULARS
197,4,83.5,2,3,3,233,8,REGULARS
68,3,83.5,3,2,3,323,8,REGULARS
12,3,83.42,4,2,3,423,9,REGULARS
267,5,83.4,2,4,3,243,9,LOYAL
59,5,83.4,3,4,3,343,10,LOYAL
446,2,83.4,1,1,3,113,5,LOST
256,5,83.36,2,4,3,243,9,LOYAL
542,1,83.3,1,1,3,113,5,LOST
466,2,83.3,1,1,3,113,5,LOST
54,4,83.3,4,3,3,433,10,REGULARS
197,4,83.3,2,3,3,233,8,REGULARS
205,3,83.16,2,2,3,223,7,REGULARS
213,4,83.12,2,3,3,233,8,REGULARS
265,5,83.05,2,4,3,243,9,LOYAL
164,4,83.05,2,3,3,233,8,REGULARS
596,3,83.05,1,2,3,123,6,LOST
25,4,83.0,4,3,3,433,10,REGULARS
123,5,83.0,3,4,3,343,10,LOYAL
68,4,83.0,3,3,3,333,9,REGULARS
64,5,82.97,3,4,3,343,10,LOYAL
328,2,82.9,1,1,3,113,5,LOST
10,3,82.88,4,2,3,423,9,REGULARS
227,4,82.82,2,3,3,233,8,REGULARS
92,7,82.79,3,4,3,343,10,LOYAL
318,4,82.75,1,3,3,133,7,LOST
131,3,82.75,3,2,3,323,8,REGULARS
141,3,82.7,3,2,3,323,8,REGULARS
42,6,82.7,4,4,3,443,11,LOYAL
102,3,82.69,3,2,3,323,8,REGULARS
77,4,82.66,3,3,3,333,9,REGULARS
86,5,82.6,3,4,3,343,10,LOYAL
246,4,82.5,2,3,3,233,8,REGULARS
282,4,82.5,1,3,3,133,7,LOST
129,2,82.4,3,1,3,313,7,REGULARS
419,3,82.4,1,2,3,123,6,LOST
133,2,82.35,3,1,3,313,7,REGULARS
12,4,82.35,4,3,3,433,10,REGULARS
429,3,82.35,1,2,3,123,6,LOST
22,4,82.35,4,3,3,433,10,REGULARS
271,3,82.3,2,2,3,223,7,REGULARS
131,5,82.3,3,4,3,343,10,LOYAL
32,6,82.22,4,4,3,443,11,LOYAL
201,2,82.22,2,1,3,213,6,REGULARS
5,3,82.2,4,2,3,423,9,REGULARS
46,4,82.2,4,3,3,433,10,REGULARS
267,4,82.15,2,3,3,233,8,REGULARS
242,3,82.1,2,2,3,223,7,REGULARS
270,5,82.1,2,4,3,243,9,LOYAL
93,5,82.1,3,4,3,343,10,LOYAL
53,3,82.0,4,2,3,423,9,REGULARS
113,5,82.0,3,4,3,343,10,LOYAL
172,4,82.0,2,3,3,233,8,REGULARS
87,6,81.95,3,4,3,343,10,LOYAL
101,3,81.9,3,2,3,323,8,REGULARS
51,5,81.9,4,4,3,443,11,LOYAL
30,3,81.9,4,2,3,423,9,REGULARS
175,3,81.9,2,2,3,223,7,REGULARS
376,4,81.85,1,3,3,133,7,LOST
439,1,81.8,1,1,3,113,5,LOST
375,4,81.7,1,3,3,133,7,LOST
205,3,81.7,2,2,3,223,7,REGULARS
206,5,81.65,2,4,3,243,9,LOYAL
55,3,81.6,4,2,3,423,9,REGULARS
382,5,81.6,1,4,3,143,8,LOYAL
258,5,81.6,2,4,3,243,9,LOYAL
113,4,81.55,3,3,3,333,9,REGULARS
25,3,81.55,4,2,3,423,9,REGULARS
29,5,81.54,4,4,3,443,11,LOYAL
422,4,81.52,1,3,3,133,7,LOST
111,5,81.5,3,4,3,343,10,LOYAL
154,3,81.5,2,2,3,223,7,REGULARS
307,3,81.5,1,2,3,123,6,LOST
118,4,81.5,3,3,3,333,9,REGULARS
293,2,81.5,1,1,3,113,5,LOST
248,3,81.5,2,2,3,223,7,REGULARS
152,4,81.4,2,3,3,233,8,REGULARS
95,3,81.4,3,2,3,323,8,REGULARS
45,5,81.31,4,4,3,443,11,LOYAL
18,5,81.3,4,4,3,443,11,LOYAL
118,5,81.3,3,4,3,343,10,LOYAL
76,5,81.3,3,4,3,343,10,LOYAL
281,4,81.2,1,3,3,133,7,LOST
244,2,81.2,2,1,3,213,6,REGULARS
2,4,81.15,4,3,3,433,10,REGULARS
